show_id,title,year released,certificate,duration_min,genre,rating,description,stars,votes
S4076,Cadaver,2020,TV-MA,86,Drama,5.2,"In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.","['Jarand Herdal', '| ', '    Stars:', 'Thorbjørn Harr, ', 'Maria Grazia Di Meo, ', 'Kingsford Siayor, ', 'Gitte Witt']","10,199"
S4077,Caliphate,2020,TV-MA,46,Crime,8.2,"Agent Fatima gets a tip that a terrorist act is planned in Sweden. At the same time, teenager Sulle has opened her eyes to her student assistant who opens the doors to a fascinating new world.","['Gizem Erdogan, ', 'Amed Bozan, ', 'Aliette Opheim, ', 'Albin Grenholm']","18,555"
S4078,Staged,2020,Not Rated,22,Comedy,8.5,"David Tennant and Michael Sheen star as two actors whose West End play has been put on hold due to Covid-19, but whose director has persuaded them to carry on rehearsing online.","['Michael Sheen, ', 'David Tennant, ', 'Georgia Tennant, ', 'Anna Lundberg']","6,622"
S4079,The Rhythm Section,2020,R,109,Action,5.4,A woman seeks revenge against those who orchestrated a plane crash that killed her family.,"['Reed Morano', '| ', '    Stars:', 'Blake Lively, ', 'Richard Brake, ', 'Elly Curtis, ', 'David Duggan']","18,549"
S4080,Run On,2020,TV-MA,70,Drama,7.5,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life","['Si-wan Yim, ', 'Shin Se-Kyung, ', 'Sooyoung Choi, ', 'Kang Tae-oh']","3,460"
S4081,The Minions of Midas,2020,TV-MA,49,Crime,7.1,"Victor, a millionaire editor, is blackmailed just as Monica, a reporter, is about to publish a story about the Syrian war that involves him.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",175
S4082,Don't Listen,2020,TV-MA,97,Adventure,6.1,"Daniel and Sara have a 9-year-old son, Eric, and they've just moved to a new home not knowing the neighbours call it ""the house of the voices"". Eric is the first one to notice the odd noises behind each door.","['Ángel Gómez Hernández', '| ', '    Stars:', 'Rodolfo Sancho, ', 'Ana Fernández, ', 'Ramón Barea, ', 'Belén Fabra']","14,263"
S4083,The Minions of Midas,2020,TV-MA,53,Crime,6.9,"The plot thickens when the extortionists carry out their threats, but they also help Victor when he least expects it.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",147
S4084,The Hardy Boys,2020,TV-PG,45,Adventure,7,"When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister.","['Rohan Campbell, ', 'Alexander Elliot, ', 'Keana Lyn, ', 'Adam Swain']","2,450"
S4085,The Minions of Midas,2020,TV-MA,51,Crime,6.9,"More and more people die in strange circumstances, the guilt that Victor feels is unbearable and his world is crumbling. In Madrid the protests begin.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",136
S4086,The Minions of Midas,2020,TV-MA,55,Crime,6.8,"After Mónica distances herself, Victor takes a gamble with Conte to foil Midas, and tries to redistribute his fortune. The protests continue.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",120
S4087,The Minions of Midas,2020,TV-MA,51,Crime,6.9,"When Victor confesses everything to Monica, she begins to have doubts. Chief Inspector Conte becomes obsessed with the case.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",132
S4088,The Minions of Midas,2020,TV-MA,57,Crime,6.4,"Victor is at a crossroads and has to decide what steps to take. Everything, absolutely everything (love, family and fortune) depend on it.","['Mateo Gil', '| ', '    Stars:', 'Luis Tosar, ', 'Marta Belmonte, ', 'Guillermo Toledo, ', 'Carlos Blanco']",133
S4089,Away,2020,TV-14,50,Drama,6.6,An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.,"['Hilary Swank, ', 'Josh Charles, ', 'Vivian Wu, ', 'Ray Panthaki']","24,095"
S4090,The SpongeBob Movie: Sponge on the Run,2020,PG,91,Animation,5.9,"After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.","['Tim Hill', '| ', '    Stars:', 'Tim Hill, ', 'Clancy Brown, ', 'Bill Fagerbakke, ', 'Rodger Bumpass']","18,264"
S4091,The King: Eternal Monarch,2020,TV-14,70,Fantasy,8.1,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","['Lee Min-Ho, ', 'Kim Go-eun, ', 'Woo Do-Hwan, ', 'Kim Kyung-Nam']","11,564"
S4092,Start-Up,2020,TV-14,80,Comedy,8,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"['Bae Suzy, ', 'Nam Joo-hyuk, ', 'Kim Seon-Ho, ', 'Kang Han-na']","10,280"
S4093,Spinning Out,2020,TV-MA,48,Drama,7.6,"A figure skating Olympic hopeful's struggle to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.","['Kaya Scodelario, ', 'January Jones, ', 'Willow Shields, ', 'Evan Roderick']","14,613"
S4094,Love & Anarchy,2020,TV-MA,30,Comedy,7.4,"When Sofie, a career-driven consultant and married mother of two, gets an assignment to modernize an old publishing house, she meets young IT tech Max and an unexpected flirting game begins.","['Ida Engvoll, ', 'Björn Mosten, ', 'Gizem Erdogan, ', 'Reine Brynolfsson']","9,989"
S4095,The Midnight Gospel,2020,TV-MA,23,Animation,8.2,"Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds.","['Phil Hendrie, ', 'Duncan Trussell, ', 'Joey Diaz, ', 'Doug Lussenhop']","18,939"
S4096,Lost Girls,2020,R,95,Crime,6.1,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.","['Liz Garbus', '| ', '    Stars:', 'Amy Ryan, ', 'Thomasin McKenzie, ', 'Gabriel Byrne, ', 'Lola Kirke']","21,978"
S4097,Malnazidos,2020,TV-MA,101,Action,5.8,"Months after bloody combats leave behind thousands of dead in the trenches. Jan Lozano, Captain of the Fifth Brigade has fallen prisoner by an opponent's platoon along with a young driver ...                See full summary »","['Alberto de Toro, ', 'Javier Ruiz Caldera', '| ', '    Stars:', 'Miki Esparbé, ', 'Aura Garrido, ', 'Luis Callejo, ', 'Álvaro Cervantes']","3,717"
S4098,For Life,2020,TV-14,43,Biography,7.6,A prisoner becomes a lawyer and fights to overturn his life sentence for a crime he didn't commit.,"['Nicholas Pinnock, ', 'Indira Varma, ', 'Joy Bryant, ', 'Dorian Missick']","8,415"
S4099,Ma Rainey's Black Bottom,2020,R,94,Drama,6.9,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,"['George C. Wolfe', '| ', '    Stars:', 'Viola Davis, ', 'Chadwick Boseman, ', 'Glynn Turman, ', 'Colman Domingo']","52,538"
S4100,Close Enough,2020,TV-14,23,Animation,7.8,A comedic look at a couple facing various challenges in their daily lives while trying to cope with their changes from twenties to thirties.,"['J.G. Quintel, ', 'Gabrielle Walsh, ', 'Jason Mantzoukas, ', 'Kimiko Glenn']","11,319"
S4101,Snowpiercer,2020,TV-MA,47,Action,8.1,"As the train approaches Melanie's retrieval point, Layton leads a furious attempt to try and pick her up but not without some sacrifices.","['Clare Kilner', '| ', '    Stars:', 'Jennifer Connelly, ', 'Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright']","1,210"
S4102,Ghost in the Shell SAC_2045,2020,TV-14,25,Animation,6.2,"The United States, 2045. Working as mercenaries, the Major and her team, including newbie Stan, defend a gated town from outlaws. Togusa takes a call.","['Shinji Aramaki, ', 'Kenji Kamiyama', '| ', '    Stars:', 'Ray Chase, ', 'Richard Epcar, ', 'Melissa Fahn, ', 'Crispin Freeman']",162
S4103,Snowpiercer,2020,TV-MA,48,Action,7.5,"An exchange is made between the two trains, but a greater revelation might be just over the horizon.","['Christoph Schrewe', '| ', '    Stars:', 'Jennifer Connelly, ', 'Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright']","1,227"
S4104,Snowpiercer,2020,TV-MA,45,Action,7.5,"Melanie embarks on her most dangerous mission yet, while Layton reckons with his personal choices.","['David Frazee', '| ', '    Stars:', 'Jennifer Connelly, ', 'Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright']","1,149"
S4105,Snowpiercer,2020,TV-MA,47,Action,7.1,"As the Big Alice crew are granted shore leave on Snowpiercer, Layton and Wilford have differing opinions on the future.","['David Frazee', '| ', '    Stars:', 'Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Lena Hall']","1,096"
S4106,Snowpiercer,2020,TV-MA,48,Action,7.2,"Layton and Miss Audrey make a risky play for Big Alice, but Wilford has his own plans.","['Leslie Hope', '| ', '    Stars:', 'Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Lena Hall']","1,019"
S4107,Lost Bullet,2020,TV-MA,92,Action,6.3,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.","['Guillaume Pierret', '| ', '    Stars:', 'Alban Lenoir, ', 'Nicolas Duvauchelle, ', 'Ramzy Bedia, ', 'Stéfi Celma']","9,690"
S4108,Hospital Playlist,2020,TV-14,84,Comedy,8.8,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,"['Jo Jung-Suk, ', 'Yoo Yeon-Seok, ', 'Jung Kyung-ho, ', 'Dae-Myung Kim']","5,360"
S4109,Teenage Bounty Hunters,2020,TV-MA,50,Comedy,7.6,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage life.","['Maddie Phillips, ', 'Anjelica Bette Fellini, ', 'Kadeem Hardison, ', 'Virginia Williams']","11,916"
S4110,Control Z,2020,TV-MA,37,Drama,6.9,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.","['Ana Valeria Becerril, ', 'Michael Ronda, ', 'Yankel Stevan, ', 'Luis Curiel']","9,294"
S4111,Valeria,2020,TV-MA,47,Adventure,6.5,"Valeria is a writer who's hit a dead end with both her writing and her husband. She finds solace in her three friends: Carmen, Lola, and Nerea.","['Diana Gómez, ', 'Silma López, ', 'Paula Malia, ', 'Teresa Riott']","5,840"
S4112,The Uncanny Counter,2020,TV-14,65,Action,8.1,"Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.","['Byeong-gyu Jo, ', 'Joon-Sang Yoo, ', 'Se-Jeong Kim, ', 'Yeom Hye-ran']","6,413"
S4113,The Salisbury Poisonings,2020,TV-14,56,Drama,7.5,4 March 2018. Emergency services descend on Salisbury's city centre where they find Sergei and Yulia Skripal unconscious on a park bench.,"['Saul Dibb', '| ', '    Stars:', 'Sophia Ally, ', 'MyAnna Buring, ', 'Wayne Swann, ', 'Jill Winternitz']",310
S4114,The Life Ahead,2020,PG-13,94,Drama,6.8,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.","['Edoardo Ponti', '| ', '    Stars:', 'Sophia Loren, ', 'Ibrahima Gueye, ', 'Renato Carpentieri, ', 'Iosif Diego Pirvu']","14,298"
S4115,The Last Thing He Wanted,2020,R,115,Crime,4.3,A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.,"['Dee Rees', '| ', '    Stars:', 'Anne Hathaway, ', 'Ben Affleck, ', 'Rosie Perez, ', 'Willem Dafoe']","15,484"
S4116,Nobody Sleeps in the Woods Tonight,2020,TV-MA,102,Fantasy,4.9,A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.,"['Bartosz M. Kowalski', '| ', '    Stars:', 'Julia Wieniawa-Narkiewicz, ', 'Michal Lupa, ', 'Wiktoria Gasiewska, ', 'Stanislaw Cywka']","11,895"
S4117,The Salisbury Poisonings,2020,TV-14,59,Drama,7.2,"Several months later, Charlie fatefully rummages through a charity bin and finds what looks like a perfume bottle - but is actually a container full of Novichok.","['Saul Dibb', '| ', '    Stars:', 'Anne-Marie Duff, ', 'Judah Cousin, ', 'Annabel Scholey, ', 'Rafe Spall']",276
S4118,Cuties,2020,TV-MA,96,Drama,3.5,"Amy, an 11-year-old girl, joins a group of dancers named ""the cuties"" at school, and rapidly grows aware of her burgeoning femininity - upsetting her mother and her values in the process.","['Maïmouna Doucouré', '| ', '    Stars:', 'Fathia Youssouf, ', 'Médina El Aidi-Azouni, ', 'Esther Gohourou, ', 'Ilanah Cami-Goursolas']","30,717"
S4119,Relic,2020,R,89,Drama,6,"A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.","['Natalie Erika James', '| ', '    Stars:', 'Robyn Nevin, ', 'Emily Mortimer, ', 'Bella Heathcote, ', 'Steve Rodgers']","26,791"
S4120,The English Game,2020,TV-14,281,Drama,7.6,The story of the invention of football and how it quickly rose to become the world's most popular game by crossing class divides.,"['Edward Holcroft, ', 'Kevin Guthrie, ', 'Charlotte Hope, ', 'Niamh Walsh']","14,922"
S4121,The Paramedic,2020,TV-MA,94,Adventure,5.7,"Angel works in an ambulance service. After a tragic accident, his personal life begins to deteriorate as he becomes more and more suspicious of his partner Vane.","['Carles Torras', '| ', '    Stars:', 'Mario Casas, ', 'Déborah François, ', 'Guillermo Pfening, ', 'Maria Rodríguez Soto']","12,685"
S4122,Over the Moon,2020,PG,95,Animation,6.3,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.","['Glen Keane, ', 'John Kahrs', '| ', '    Stars:', 'Glen Keane, ', 'Brycen Hall, ', 'Ruthie Ann Miles, ', 'John Cho']","22,398"
S4123,The Salisbury Poisonings,2020,TV-14,59,Drama,7.1,"Tracy, whose life had just begun to revert to normal, is devastated, and the team race to work out what has been missed, and how to make Salisbury safe again.","['Saul Dibb', '| ', '    Stars:', 'Rafe Spall, ', 'Annabel Scholey, ', 'Anne-Marie Duff, ', 'Judah Cousin']",248
S4124,Stateless,2020,TV-MA,316,Drama,7.5,"Inspired by true events; a woman escaping a cult, a refugee fleeing with his family, a father trapped in a dead-end job, and a bureaucrat on the verge of a national scandal find their lives intertwined in an immigration detention centre.","['Yvonne Strahovski, ', 'Jai Courtney, ', 'Asher Keddie, ', 'Fayssal Bazzi']","9,520"
S4125,Indian Matchmaking,2020,TV-14,40,Documentary,6.2,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.","['Sima Taparia, ', 'Viral Joshi, ', 'Aparna Shewakramani, ', 'Akshay Jakhete']","3,686"
S4126,The Stronghold,2020,TV-MA,105,Action,6.9,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.","['Cédric Jimenez', '| ', '    Stars:', 'Gilles Lellouche, ', 'Karim Leklou, ', 'François Civil, ', 'Adèle Exarchopoulos']","10,474"
S4127,Tiny Pretty Things,2020,TV-MA,60,Drama,5.9,"Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.","['Kylie Jefferson, ', 'Lauren Holly, ', 'Casimere Jollette, ', 'Brennan Clost']","9,392"
S4128,White Lines,2020,TV-MA,60,Crime,6.6,"A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.","['Laura Haddock, ', 'Nuno Lopes, ', 'Marta Milans, ', 'Daniel Mays']","17,076"
S4129,Feel the Beat,2020,TV-G,109,Comedy,6.3,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.","['Elissa Down', '| ', '    Stars:', 'Sofia Carson, ', 'Pamela MacDonald, ', 'Sonia Laplante, ', 'Nayo']","11,438"
S4130,Honest Thief,2020,PG-13,99,Action,6,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.","['Mark Williams', '| ', '    Stars:', 'Liam Neeson, ', 'Kate Walsh, ', 'Jai Courtney, ', 'Jeffrey Donovan']","50,172"
S4131,#Alive,2020,TV-MA,98,Action,6.3,"The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.","['Il Cho', '| ', '    Stars:', 'Yoo Ah-in, ', 'Park Shin-Hye, ', 'Jeon Bae-soo, ', 'Hyun-Wook Lee']","39,285"
S4132,Worth,2020,PG-13,118,Biography,6.8,"An attorney in Washington D.C. battles against cynicism, bureaucracy and politics to help the victims of 9/11.","['Sara Colangelo', '| ', '    Stars:', 'Michael Keaton, ', 'Amy Ryan, ', 'Stanley Tucci, ', 'Tate Donovan']","14,516"
S4133,The Queen's Gambit,2020,TV-MA,65,Drama,8.7,"Suddenly plunged into a confusing new life in suburbia, teenage Beth studies her high school classmates and hatches a plan to enter a chess tournament.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Bill Camp, ', 'Marielle Heller, ', 'Moses Ingram']","10,261"
S4134,The Queen's Gambit,2020,TV-MA,46,Drama,8.4,The trip to Cincinnati launches Beth and her mother into a whirlwind of travel and press coverage. Beth sets her sights on the U.S. open in Las Vegas.,"['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Bill Camp, ', 'Marielle Heller, ', 'Thomas Brodie-Sangster']","9,298"
S4135,The Queen's Gambit,2020,TV-MA,49,Drama,8.4,"Russian class opens the door to a new social scene. In Mexico City, Beth meets the intimidating Borgov, while her mother cozies up with a pen pal.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Bill Camp, ', 'Marielle Heller, ', 'Isla Johnston']","9,026"
S4136,The Queen's Gambit,2020,TV-MA,48,Drama,8.2,"Back home in Kentucky, a shaken Beth reconnects with a former opponent who offers to help sharpen her game ahead of the U.S. Championship.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Marielle Heller, ', 'Thomas Brodie-Sangster, ', 'Harry Melling']","8,746"
S4137,The Queen's Gambit,2020,TV-MA,60,Drama,8.4,"After training with Benny in New York, Beth heads to Paris for her rematch with Borgov. But a wild night sends her into a self-destructive spiral.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Thomas Brodie-Sangster, ', 'Moses Ingram, ', 'Harry Melling']","8,835"
S4138,Never Have I Ever,2020,TV-14,28,Comedy,7.4,"After recent trauma, Devi starts her first day as a high school sophomore determined to shake off old labels and finally become cool.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,168"
S4139,Never Have I Ever,2020,TV-14,29,Comedy,7.5,Devi hesitates to tell her friends the truth about her awkward interactions with Paxton. The prospect of an arranged marriage puts Kamala under pressure.,"['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,037"
S4140,Never Have I Ever,2020,TV-14,30,Comedy,7.7,"Devi hopes to win cool points with Paxton at a party, until a surprising turn of events. Hidden emotions emerge for Fabiola. Kamala makes a choice.","['Linda Mendoza', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']",982
S4141,Never Have I Ever,2020,TV-14,22,Comedy,7.6,"At Ganesh Puja celebrations, Devi questions how much she identifies with Indian culture, Nalini dodges acerbic aunties and Kamala frets over her future.","['Linda Mendoza', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Darren Barnet, ', 'John McEnroe']",974
S4142,Never Have I Ever,2020,TV-14,29,Comedy,7.8,"Devi allows rumors about her and Paxton to swirl during an overnight school trip. Fabiola opens up to Eleanor, who gets upsetting news about her mother.","['Kabir Akhtar', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Jaren Lewison, ', 'Darren Barnet, ', 'John McEnroe']",958
S4143,Never Have I Ever,2020,TV-14,23,Comedy,8.5,"With absentee parents, a shallow girlfriend and no one to hang out with, Ben Gross is lonelier than ever, until an unlikely invitation offers some hope.","['Kabir Akhtar', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,110"
S4144,Never Have I Ever,2020,TV-14,24,Comedy,7.6,Devi oversteps several boundaries in an attempt to be a better friend. Eleanor's reunion with her mother leads to multiple revelations and confessions.,"['Anu Valia', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Darren Barnet, ', 'Poorna Jagannathan, ', 'John McEnroe']",898
S4145,Never Have I Ever,2020,TV-14,28,Comedy,8,"After another fallout with her friends, Devi grapples with unresolved trauma. A party at Ben's turns out to be equal parts awkward, awful and amazing.","['Anu Valia', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']",933
S4146,Never Have I Ever,2020,TV-14,24,Comedy,8.4,"Flashbacks unearth painful memories and resentment for Devi. Meanwhile, Kamala is forced to get honest as the family welcomes her suitor at home.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Darren Barnet, ', 'John McEnroe']",974
S4147,Never Have I Ever,2020,TV-14,28,Comedy,8.7,"After unwelcome news sparks a fight with her mother, Devi seeks an escape. Mohan's birthday brings an opportunity for closure - and for new beginnings.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,236"
S4148,Force of Nature,2020,R,91,Crime,4.5,A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.,"['Michael Polish', '| ', '    Stars:', 'Emile Hirsch, ', 'Mel Gibson, ', 'David Zayas, ', 'Kate Bosworth']","11,369"
S4149,The Midnight Sky,2020,PG-13,118,Adventure,5.6,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","['George Clooney', '| ', '    Stars:', 'George Clooney, ', 'Felicity Jones, ', 'David Oyelowo, ', 'Caoilinn Springall']","83,059"
S4150,Selena: The Series,2020,TV-PG,40,Biography,7,"Amid financial strife, Abraham Quintanilla prioritizes his 8-year-old daughter Selena's musical talent and has her start a band with her siblings.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",204
S4151,Selena: The Series,2020,TV-PG,37,Biography,7.2,"Brother AB struggles to find Selena a song for a new single, while Abraham tries to convince a music executive to produce a record with the band.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",176
S4152,Selena: The Series,2020,TV-PG,36,Biography,7.5,"Selena is nominated for Female Vocalist of the Year at the Tejano Music Awards. The band travels to Matamoros, Mexico, for an important performance.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",161
S4153,The Defeated,2020,TV-MA,45,Drama,7,Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,"['Taylor Kitsch, ', 'Michael C. Hall, ', 'Logan Marshall-Green, ', 'Nina Hoss']","6,344"
S4154,Hollywood,2020,TV-MA,44,Drama,7.5,"After returning from the war, Jack Castello arrives in Hollywood with hopes to make it in pictures. Jack's wife, Henrietta, receives some unexpected news. A new friend makes Jack an offer that's almost too good to be true.","['Ryan Murphy', '| ', '    Stars:', 'David Corenswet, ', 'Darren Criss, ', 'Laura Harrier, ', 'Joe Mantello']","1,762"
S4155,Selena: The Series,2020,TV-PG,37,Biography,7.3,"Selena y Los Dinos embark on a strenuous cross-country music tour, which puts strain on the singer's vocal cords, so the band searches for a solution.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",155
S4156,Selena: The Series,2020,TV-PG,40,Biography,7.5,"Abraham weighs two offers from major record labels. As Selena and her band garner more attention, a dashing new guitarist joins the family.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",148
S4157,Selena: The Series,2020,TV-PG,36,Biography,7.2,"While preparing the new album, the Quintanilla family clashes with the record label's decisions, especially when it comes to Selena's fashion style.","['Hiromi Kamata', '| ', '    Stars:', 'Christian Serratos, ', 'Gabriel Chavarria, ', 'Ricardo Chavira, ', 'Noemi Gonzalez']",149
S4158,Hollywood,2020,TV-MA,347,Drama,7.5,A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big - no matter the cost.,"['David Corenswet, ', 'Darren Criss, ', 'Laura Harrier, ', 'Joe Mantello']","36,652"
S4159,The Babysitter: Killer Queen,2020,TV-MA,101,Comedy,5.8,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.","['McG', '| ', '    Stars:', 'Judah Lewis, ', 'Samara Weaving, ', 'Jenna Ortega, ', 'Emily Alyn Lind']","39,725"
S4160,The Queen's Gambit,2020,TV-MA,59,Drama,8.4,"Sent to an orphanage at age 9, Beth develops an uncanny knack for chess and a growing dependence on the green tranquilizers given to the children.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Bill Camp, ', 'Moses Ingram, ', 'Isla Johnston']","11,011"
S4161,Holidate,2020,TV-MA,104,Comedy,6.1,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","['John Whitesell', '| ', '    Stars:', 'Emma Roberts, ', 'Luke Bracey, ', 'Kristin Chenoweth, ', 'Frances Fisher']","64,848"
S4162,Cursed,2020,TV-MA,60,Adventure,5.9,A teenage sorceress named Nimue encounters a young Arthur on her quest to find a powerful and ancient sword.,"['Katherine Langford, ', 'Devon Terrell, ', 'Gustaf Skarsgård, ', 'Daniel Sharman']","30,298"
S4163,Project Power,2020,R,113,Action,6,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.","['Henry Joost, ', 'Ariel Schulman', '| ', '    Stars:', 'Jamie Foxx, ', 'Joseph Gordon-Levitt, ', 'Dominique Fishback, ', 'Rodrigo Santoro']","88,089"
S4164,All the Bright Places,2020,TV-MA,107,Drama,6.5,"The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.","['Brett Haley', '| ', '    Stars:', 'Elle Fanning, ', 'Justice Smith, ', 'Alexandra Shipp, ', ""Kelli O'Hara""]","31,536"
S4165,RuPaul's Secret Celebrity Drag Race,2020,TV-14,63,Game-Show,6.8,"Three celebrities compete every episode and undergo complete drag transformations. In the end, one celebrity is crowned America's Next Celeb Drag Superstar and wins prize money for their charity of choice.","['RuPaul, ', 'Michelle Visage, ', 'Carson Kressley, ', 'Jamal Sims']","1,675"
