show_id,title,year released,certificate,duration_min,genre,rating,description,stars,votes
S1309,The Croods,2013,PG,98,Animation,7.2,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","['Kirk DeMicco, ', 'Chris Sanders', '| ', '    Stars:', 'Nicolas Cage, ', 'Ryan Reynolds, ', 'Emma Stone, ', 'Catherine Keener']","214,351"
S1310,Rick and Morty,2013,TV-14,22,Animation,7.3,"Morty asks Rick for a dragon and Rick finds a wizard of another dimension who makes a soul bonding contract between Morty and a dragon called Balthromaw. Meanwhile, Jerry meets a talking cat in his bedroom who wants to fly to Florida.","['Anthony Chun, ', 'Wesley Archer', '| ', '    Stars:', 'Justin Roiland, ', 'Chris Parnell, ', 'Spencer Grammer, ', 'Sarah Chalke']","11,685"
S1311,Zephyr Springs,2013,TV-14,88,Thriller,4,"When Dawn and Kayla reunite for a mother-daughter weekend at a popular spa resort, they find themselves fighting for their lives as they discover the visiting guru has turned the resort into a cult nightmare.","['Marita Grabiak', '| ', '    Stars:', 'Amy Pietz, ', 'Johnny Whitworth, ', 'Tracey Fairaway, ', 'Kelly Curran']",448
S1312,Under the Dome,2013,TV-14,43,Drama,6.5,"An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too.","['Mike Vogel, ', 'Rachelle Lefevre, ', 'Alexander Koch, ', 'Colin Ford']","106,485"
S1313,Rick and Morty,2013,TV-14,22,Animation,8.3,"On a treasure-seeking expedition in an alien temple, Rick and Morty discover that a heist expert has snatched the prize from under their noses. Further twists, turns and double-crosses abound.","['Wesley Archer, ', 'Bryan Newton', '| ', '    Stars:', 'Justin Roiland, ', 'Chris Parnell, ', 'Spencer Grammer, ', 'Sarah Chalke']","11,645"
S1314,Bo Burnham: what.,2013,TV-MA,60,Comedy,8.3,"A musical stand-up comedy show by Bo Burnham, the famous internet musician.","['Bo Burnham, ', 'Christopher Storer', '| ', '    Star:', 'Bo Burnham']","12,046"
S1315,Lone Survivor,2013,R,121,Action,7.5,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","['Peter Berg', '| ', '    Stars:', 'Mark Wahlberg, ', 'Taylor Kitsch, ', 'Emile Hirsch, ', 'Ben Foster']","287,213"
S1316,Broken City,2013,R,109,Action,6.1,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed by its most powerful figure: Mayor Nicholas Hostetler.","['Allen Hughes', '| ', '    Stars:', 'Mark Wahlberg, ', 'Russell Crowe, ', 'Catherine Zeta-Jones, ', 'Jeffrey Wright']","80,434"
S1317,Dead Man Down,2013,R,118,Action,6.4,"In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.","['Niels Arden Oplev', '| ', '    Stars:', 'Colin Farrell, ', 'Noomi Rapace, ', 'Dominic Cooper, ', 'Terrence Howard']","68,250"
S1318,Heebie Jeebies,2013,TV-14,85,Horror,3.4,"When a haunted gold mine is reopened after a 150 years, a horrific supernatural creature escapes to exact vengeance on a small Southern town.","['Thomas L. Callaway', '| ', '    Stars:', 'Robert Belushi, ', 'Cathy Shim, ', 'Michael Badalucco, ', 'Lucille Soong']",506
S1319,CAT. 8,2013,TV-14,180,Action,4.4,"An untested global defence system triggers a swarm of devastating solar flares, resulting in catastrophic earthquakes and ferocious magnetic storms; an unprecedented CAT. 8 Armageddon. Can we stop the annihilation of the human race?","['Matthew Modine, ', 'Maxim Roy, ', 'Ted Whittall, ', 'Trevor Hayes']","1,280"
S1320,Angry Birds Toons,2013,TV-Y,3,Animation,6.1,"Red, Chuck, Bomb, Matilda, Terence, and The Blues need to keep the eggs safe from the pigs that will snatch them at any cost.","['Antti Pääkkönen, ', 'Antti Pääkkönen, ', 'Heljä Heikkinen, ', 'Lynne Guaglione']",848
S1321,Marc Maron: Thinky Pain,2013,Not Rated,95,Comedy,7.3,"Marc Maron returns to his old stomping grounds for an intimate special in which he takes stock of himself. More than ever, Maron is raw and hilariously honest as he dissects his own ...                See full summary »","['Lance Bangs', '| ', '    Stars:', 'Marc Maron, ', 'Sam Lipsyte, ', 'Tom Scharpling']","1,906"
S1322,Storage Wars Canada,2013,TV-PG,30,Reality-TV,3.9,Canadians go to storages and but them for the right price,"['Ursula Stolf, ', 'Paul Kenny, ', 'Bogart Kenny, ', 'Roy Dirnbeck']",534
S1323,Odd Squad,2014,TV-Y,27,Action,7.1,"Geared for children ages 5-8, ""Odd Squad"" follows two young agents, Olive and Otto, who are part of an agency that seeks to save the day using math when odd things happen.","['Millie Davis, ', 'Sean Michael Kyer, ', 'Dalila Bela, ', 'Filip Geljo']","1,163"
S1324,BoJack Horseman,2014,TV-MA,26,Animation,9.2,"After the Sarah Lynn story breaks, BoJack gives a live interview on TV. Diane meets Guy's teenage son.","['Aaron Long', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","3,362"
S1325,Nfinity Champions League Cheerleading Event,2014,PG-13,120,Documentary,5.6,The Nfinity Champions League is a group of 30 teams that represent the best of the best in competitive cheerleading. These teams were chosen based on their established records of excellence...                See full summary »,"['Mark Robert Ellis', '| ', '    Stars:', 'Tate Chalk, ', 'Tyler Burdick, ', 'Ron Perlman, ', 'Robert Scianna']",67
S1326,Iceman,2014,R,104,Action,4.7,An imperial guard and his three traitorous childhood friends ordered to hunt him down get accidentally buried and kept frozen in time. 400 years later passes and they are defrosted continuing the battle they left behind.,"['Wing-Cheong Law', '| ', '    Stars:', 'Donnie Yen, ', 'Baoqiang Wang, ', 'Shengyi Huang, ', 'Kang Yu']","3,626"
S1327,Blippi,2014,TV-Y,11,Family,6.7,Blippi is an energetic character that jumps off the screen with his goofy mannerisms but friendly demeanor. Children from the ages of 2 to 7 years old have quickly taken a liking to Blippi's fun personality and innovative teaching lessons.,"['Clayton Grimm, ', 'Stevin John, ', 'Kaitlin Becker, ', 'Brittany Ann Cormack']",494
S1328,BoJack Horseman,2014,TV-MA,27,Animation,9.5,A celebration brings people together.,"['Aaron Long', '| ', '    Stars:', 'Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Paul F. Tompkins']","6,230"
S1329,Dave Attell: Road Work,2014,TV-MA,60,Comedy,7.5,"Veteran New York City comic Dave Attell is back with his Comedy Central stand-up special ""Road Work."" This unique special cuts together multiple performances from Attell's past tour. From ...                See full summary »","['Scott Gawlik', '| ', '    Star:', 'Dave Attell']",482
S1330,Noragami,2014,TV-14,24,Animation,7.9,"A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.","['Hiroshi Kamiya, ', 'Maaya Uchida, ', 'Yûki Kaji, ', 'Jason Liebrecht']","15,639"
S1331,Jinn,2014,PG-13,97,Fantasy,4.1,A man turns to a mysterious pair and a shackled mental patient for help in combating an ancient family curse.,"['Ajmal Zaheer Ahmad', '| ', '    Stars:', 'Dominic Rains, ', 'Ray Park, ', 'William Atherton, ', 'Faran Tahir']","4,745"
S1332,Eddie Pepitone: In Ruins,2014,Not Rated,64,Comedy,7.1,"Comedic force of nature Eddie Pepitone delivers a rage-fueled performance in Brooklyn, where he discusses the perils of being a male model, speaking to his dog like his therapist, and the death of the American Dream.","['Steven Feinartz', '| ', '    Star:', 'Eddie Pepitone']",136
